,Datetime,Tweet Id,Text,Username
82,2021-03-13 14:45:29+00:00,1370747851429474307,"विश्व के सबसे बड़े टीकाकरण अभियान से कोरोना पर काबू पा रहा भारत।

12 मार्च को लगे 20.53 लाख से अधिक टीके।

अब तक देश में 2.82 करोड़ से अधिक लोगों का टीकाकरण हो चुका है।

     ",OmkumarMla
83,2021-03-13 14:18:50+00:00,1370741145777565698,"विश्व के सबसे बड़े टीकाकरण अभियान से कोरोना पर काबू पा रहा भारत !!

12 मार्च को लगे 20.53 लाख से अधिक टीके !!

अब तक देश में 2.82 करोड़ से अधिक लोगों का टीकाकरण हो चुका है !!  
     
     ",IrfanAhmadBJP11
84,2021-03-13 13:28:59+00:00,1370728597397200896,"विश्व के सबसे बड़े   अभियान से कोरोना पर काबू पा रहा भारत।

12 मार्च को लगे 20.53 लाख से अधिक टीके।

अब तक देश में 2.82 करोड़ से अधिक लोगों का टीकाकरण हो चुका है।

     ",jayramdarbhanga
85,2021-03-13 13:28:26+00:00,1370728460956561410,"विश्व के सबसे बड़े टीकाकरण अभियान से कोरोना पर काबू पा रहा भारत।

उत्तर पश्चिम जिले के  जहांगीरपुरी में भाजपा कार्यकर्ताओ ने हेल्प डेस्क बना कर जनता की सेवा टीकाकरण में करेंगे जिसकी शुरुआत लोकप्रिय सांसद हंस राज हंस जी ने आज की

     ",DevinderSolanki
86,2021-03-13 12:46:30+00:00,1370717907483643910,"कोरोना से जंग है जारी,निभाएँ अपनी ज़िम्मेदारी।

स्वच्छता का विशेष ख़्याल रखें।

घर से बाहर निकलते समय मास्क ज़रूर पहनें।

02 गज की दूरी का पालन करें।

संकोच से पार पाएं,टीका अवश्य लगवाएं।

    

   ",dupadhyaybjp
87,2021-03-13 12:40:31+00:00,1370716401883697153,"विश्व के सबसे बड़े टीकाकरण अभियान से कोरोना पर काबू पा रहा भारत।

12 मार्च को लगे 20.53 लाख से अधिक टीके।

अब तक देश में 2.82 करोड़ से अधिक लोगों का टीकाकरण हो चुका है।

     ",nareshkumbhani
88,2021-03-13 12:26:21+00:00,1370712838088499202,"विश्व के सबसे बड़े टीकाकरण अभियान से कोरोना पर काबू पा रहा भारत।

12 मार्च को लगे 20.53 लाख से अधिक टीके।

अब तक देश में 2.82 करोड़ से अधिक लोगों का टीकाकरण हो चुका है।

     ",Rahul_SharmaBJP
89,2021-03-13 12:16:05+00:00,1370710254221021188,"देश के यशस्वी प्रधानमंत्री आ.श्री   जी के कुशल नेतृत्व में विश्व के सबसे बड़े टीकाकरण अभियान से कोरोना पर काबू पा रहा भारत।

12 मार्च को लगे 20.53 लाख से अधिक टीके।

अब तक देश में 2.82 करोड़ से अधिक लोगों का टीकाकरण हो चुका है।

     ",dupadhyaybjp
90,2021-03-13 12:05:31+00:00,1370707594533203971,"  

📍बदलकर अपना व्यवहार, करें   पर वार। 

  से डरें नहीं बल्कि पूरी सावधानी के साथ इसका मुक़ाबला करें।

      
                 ",prodefencejammu
91,2021-03-13 12:01:27+00:00,1370706570128986115,"विश्व के सबसे बड़े टीकाकरण अभियान से कोरोना पर काबू पा रहा भारत। 
     ",RakeshGiriBJP
92,2021-03-13 11:58:00+00:00,1370705701098512385,"विश्व के सबसे बड़े टीकाकरण अभियान से कोरोना पर काबू पा रहा भारत।

12 मार्च को लगे 20.53 लाख से अधिक टीके।

अब तक देश में 2.82 करोड़ से अधिक लोगों का टीकाकरण हो चुका है।

       ",nfBQRd4Xtaa6hSe
93,2021-03-13 11:43:23+00:00,1370702024367562752,"भारत की कोविड वैक्सीन मैन्युफैक्चरिंग दुनिया के लिए फायदेमंद साबित हुई : प्रधानमंत्री मोदी
 
 
  via NaMo App  ",BjymGmail
94,2021-03-13 11:41:23+00:00,1370701520921006088,"12 मार्च को लगे 20.53 लाख से अधिक टीके।

अब तक देश में 2.82 करोड़ से अधिक लोगों का टीकाकरण हो चुका है।

""जीतेगा भारत, हारेगा कोरोना""

       ",manoj_rattan
95,2021-03-13 11:41:00+00:00,1370701423504162820,"भारत की कोविड वैक्सीन मैन्युफैक्चरिंग दुनिया के लिए फायदेमंद साबित हुई : प्रधानमंत्री मोदी
 
 

via NaMo App  ",begusarai_spk
